UID,Rk,Player,playerid,Age,Tm,Lg,Season,G_Totals,GS_Totals,MP_Totals,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,draftyr,draftrd,draftpk,SeasonN,DraftTeam,playedForDrafter,YrFirstSeason,DraftEra,Seasonstartyr,Seasonendyr,Salary,Source
allenla012012-13,1089,Lavoy Allen,allenla01,23,PHI,NBA,2012-13,79,37,1669,11.5,0.002,0.132,10.5,16.5,13.4,6.7,0.8,2.6,10.3,14.8,103,106,0.9,1.6,2.5,0.072,-3.2,0.6,-2.6,-0.3,2011,2,50,2,PHI,Yes,2011,1&DoneEra,2012,2013,3000000.00, bballref 
allenla012013-14,1363,Lavoy Allen,allenla01,24,TOT,NBA,2013-14,65,2,1072,12.5,0.043,0.167,11.7,20,15.7,10.1,1.1,2.4,12,14.6,104,108,0.6,0.9,1.5,0.066,-3.1,0.3,-2.8,-0.2,2011,2,50,3,PHI,?,2011,1&DoneEra,2013,2014,3060000.00, bballref 
allenla012014-15,1638,Lavoy Allen,allenla01,25,IND,NBA,2014-15,63,0,1070,14.9,0,0.157,12.8,20.5,16.7,10.9,0.7,3.1,11.1,15.2,109,102,1.3,1.6,2.8,0.127,-1.4,2.2,0.8,0.8,2011,2,50,4,PHI,No,2011,1&DoneEra,2014,2015,948163.00, bballref 
allenla012015-16,1903,Lavoy Allen,allenla01,26,IND,NBA,2015-16,79,28,1599,12.4,0,0.197,11.1,17.8,14.5,7.1,0.8,2.1,14.6,13,110,104,1.6,2.1,3.7,0.11,-2.1,1.4,-0.6,0.6,2011,2,50,5,PHI,No,2011,1&DoneEra,2015,2016,3700000.00, bballref 
allenra021996-97,4662,Ray Allen,allenra02,21,MIL,NBA,1996-97,82,81,2532,14.6,0.328,0.274,4.7,11,7.9,13.9,1.6,0.3,12.8,21.4,109,110,3.3,1.5,4.9,0.092,1.6,-1.2,0.3,1.5,1996,1,5,1,MIN,No,1996,HSEra,1996,1997,1785000.00, bballref 
allenra021997-98,4891,Ray Allen,allenra02,22,MIL,NBA,1997-98,82,82,3287,16.2,0.28,0.297,4.7,10.4,7.5,19.3,1.8,0.3,15,24.3,106,108,4.7,2.3,7,0.102,2.6,-0.8,1.8,3.2,1996,1,5,2,MIN,No,1996,HSEra,1997,1998,2052360.00, bballref 
allenra021998-99,5119,Ray Allen,allenra02,23,MIL,NBA,1998-99,50,50,1719,18.9,0.309,0.29,4.1,10.7,7.4,18.8,1.7,0.3,13.9,24.5,110,106,4.2,1.1,5.2,0.146,4.2,-1.3,2.9,2.1,1996,1,5,3,MIN,No,1996,HSEra,1998,1999,2320000.00, bballref 
allenra021999-00,5355,Ray Allen,allenra02,24,MIL,NBA,1999-00,82,82,3070,20.6,0.288,0.282,3.2,10.5,6.8,17,1.9,0.5,10.3,25.6,115,110,9,1,10.1,0.157,5,-2,3,3.9,1996,1,5,4,MIN,No,1996,HSEra,1999,2000,9000000.00, bballref 
allenra022000-01,5594,Ray Allen,allenra02,25,MIL,NBA,2000-01,82,82,3129,22.9,0.357,0.299,3.7,11.8,7.8,20.4,2.1,0.5,12.1,24.4,119,106,11.5,2.2,13.7,0.211,6.5,-0.9,5.6,6,1996,1,5,5,MIN,No,1996,HSEra,2000,2001,10130000.00, bballref 
allento012004-05,2639,Tony Allen,allento01,23,BOS,NBA,2004-05,77,34,1262,14.7,0.08,0.393,8,12.3,10.2,8.2,3.1,1.4,14.5,18.9,106,104,1.2,1.6,2.7,0.103,-0.7,0.6,-0.1,0.6,2004,1,25,1,BOS,Yes,2004,HSEra,2004,2005,901920.00, bballref 
allento012005-06,2880,Tony Allen,allento01,24,BOS,NBA,2005-06,51,9,978,12.9,0.124,0.489,4.1,9.6,6.9,11.2,2.7,1.4,16.8,18.8,103,106,0.6,1,1.7,0.082,-1.6,0.2,-1.4,0.2,2004,1,25,2,BOS,Yes,2004,HSEra,2005,2006,969696.00, bballref 
allento012006-07,3130,Tony Allen,allento01,25,BOS,NBA,2006-07,33,18,805,17,0.127,0.517,5.1,13.6,9.2,12.5,3.2,1.2,19.1,22.1,105,104,0.8,1.1,1.9,0.111,0,1.1,1.1,0.6,2004,1,25,3,BOS,Yes,2004,HSEra,2006,2007,1037280.00, bballref 
allento012007-08,3396,Tony Allen,allento01,26,BOS,NBA,2007-08,75,11,1373,10.7,0.147,0.465,3.1,11,7.3,13.1,2.4,1.3,18.9,19.6,98,99,-0.1,2.8,2.7,0.093,-3.2,1.8,-1.4,0.2,2004,1,25,4,BOS,Yes,2004,HSEra,2007,2008,1868141.00, bballref 
allento012008-09,3663,Tony Allen,allento01,27,BOS,NBA,2008-09,46,2,887,12.9,0.095,0.384,3.2,10.7,7.1,12,3.2,2.1,18.8,21.5,98,100,-0.2,1.8,1.6,0.085,-2.7,2.5,-0.3,0.4,2004,1,25,5,BOS,Yes,2004,HSEra,2008,2009,2500000.00, bballref 
almonmo012007-08,1904,Morris Almond,almonmo01,22,UTA,NBA,2007-08,9,0,39,2,0.267,0.4,0,6.2,3.1,10.5,1.3,0,10.2,22.5,81,111,-0.1,0,-0.1,-0.081,-6.9,-4,-11,-0.1,2007,1,25,1,UTA,Yes,2007,1&DoneEra,2007,2008,1005960.00, bballref 
almonmo012008-09,2640,Morris Almond,almonmo01,23,UTA,NBA,2008-09,25,1,255,7.3,0.21,0.321,4.2,12.6,8.4,4.2,0.8,1.2,14.8,19.1,94,110,-0.1,0.2,0.1,0.01,-4.7,-2.1,-6.8,-0.3,2007,1,25,2,UTA,Yes,2007,1&DoneEra,2008,2009,1081440.00, bballref 
almonmo012011-12,2882,Morris Almond,almonmo01,26,WAS,NBA,2011-12,4,0,67,8.7,0.176,0.176,1.7,11.9,6.7,4.4,5.4,0,5.2,12.9,85,101,-0.1,0.1,0,0.032,-3.8,1.8,-2,0,2007,1,25,3,UTA,No,2007,1&DoneEra,2011,2012,44675.71, minimum contract divided by games played 
alstode011995-96,5844,Derrick Alston,alstode01,23,PHI,NBA,1995-96,73,41,1614,11.8,0.008,0.289,8.8,12.9,10.8,6.5,1.8,2.4,11.9,13.7,106,112,1,0.8,1.7,0.052,-2.2,0.5,-1.8,0.1,1994,2,33,2,PHI,Yes,1994,HSEra,1995,1996,350000.00, bballref 
alstode011996-97,6094,Derrick Alston,alstode01,24,ATL,NBA,1996-97,2,0,11,-9,0,0.4,33.3,10.6,21.7,0,0,0,0,25.2,35,109,-0.1,0,-0.1,-0.415,-17.5,-10.3,-27.8,-0.1,1994,2,33,3,PHI,No,1994,HSEra,1996,1997,6036.59, minimum contract divided by games played 
alstora011999-00,3928,Rafer Alston,alstora01,23,MIL,NBA,1999-00,27,0,361,4.3,0.147,0.042,1.6,5.8,3.7,26.8,1.7,0,23.1,15.5,76,112,-0.7,0,-0.7,-0.095,-6,-3.4,-9.5,-0.7,1998,2,39,1,MIL,Yes,1999,HSEra,1999,2000,301875.00, bballref 
alstora012000-01,4172,Rafer Alston,alstora01,24,MIL,NBA,2000-01,37,2,288,12.1,0.357,0.155,1.6,10.6,6.1,34.6,2.4,0,18.2,17.2,98,106,0.1,0.2,0.3,0.055,-1.8,-2.7,-4.5,-0.2,1998,2,39,2,MIL,Yes,1999,HSEra,2000,2001,423500.00, bballref 
alstora012001-02,4418,Rafer Alston,alstora01,25,MIL,NBA,2001-02,50,7,600,13.9,0.372,0.152,2,11.4,6.9,36.4,2.8,0.2,16.4,19,99,106,0.3,0.5,0.7,0.059,-1.1,-2.1,-3.3,-0.2,1998,2,39,3,MIL,Yes,1999,HSEra,2001,2002,625000.00, bballref 
alstora012002-03,4663,Rafer Alston,alstora01,26,TOR,NBA,2002-03,47,4,980,14.4,0.388,0.161,2.3,10.4,6.2,34,2.1,1.1,19.3,20.7,100,108,0.7,0.5,1.2,0.059,0.6,-2.1,-1.5,0.1,1998,2,39,4,MIL,No,1999,HSEra,2002,2003,37344.00, bballref 
alstora012003-04,4892,Rafer Alston,alstora01,27,MIA,NBA,2003-04,82,28,2581,13.7,0.568,0.175,1.2,9.1,5.1,24.9,2.4,0.6,13.5,17.3,105,102,3.1,2.8,5.9,0.11,1.6,-0.4,1.2,2.1,1998,2,39,5,MIL,No,1999,HSEra,2003,2004,688679.00, bballref 
aminual012010-11,1090,Al-Farouq Aminu,aminual01,20,LAC,NBA,2010-11,81,14,1452,9.6,0.352,0.293,6.1,15.4,10.8,6.4,2.1,1.3,18.3,17.3,94,108,-0.8,1.4,0.7,0.022,-3.1,0.1,-3,-0.4,2010,1,8,1,LAC,Yes,2010,1&DoneEra,2010,2011,2563320.00, bballref 
aminual012011-12,1364,Al-Farouq Aminu,aminual01,21,NOH,NBA,2011-12,66,21,1477,10.6,0.129,0.312,7.8,16.9,12.4,7.2,2.2,1.9,18,16.2,93,103,-0.4,1.8,1.4,0.044,-3,1.6,-1.3,0.2,2010,1,8,2,LAC,No,2010,1&DoneEra,2011,2012,2755560.00, bballref 
aminual012012-13,1639,Al-Farouq Aminu,aminual01,22,NOH,NBA,2012-13,76,71,2066,13.7,0.04,0.289,7.9,26.2,16.9,7.8,2.4,2.1,17.8,14.6,101,105,0.7,2.4,3.1,0.073,-2,2.4,0.4,1.3,2010,1,8,3,LAC,No,2010,1&DoneEra,2012,2013,2947800.00, bballref 
aminual012013-14,1905,Al-Farouq Aminu,aminual01,23,NOP,NBA,2013-14,80,65,2045,13.2,0.097,0.277,7.2,21.2,14.1,8.4,2.1,1.6,13.7,14.3,105,108,1.3,1.8,3.1,0.072,-1.4,1,-0.3,0.9,2010,1,8,4,LAC,No,2010,1&DoneEra,2013,2014,3700000.00, bballref 
aminual012014-15,2167,Al-Farouq Aminu,aminual01,24,DAL,NBA,2014-15,74,3,1366,14.4,0.347,0.331,9.1,18.4,13.7,6.1,2.6,3.7,11.9,15.2,107,102,1.2,2,3.3,0.115,-0.5,2.9,2.4,1.5,2010,1,8,5,LAC,No,2010,1&DoneEra,2014,2015,981084.00, bballref 
anderda032009-10,2169,David Andersen,anderda03,29,HOU,NBA,2009-10,63,0,891,12.1,0.229,0.197,6.7,20.6,13.4,8.1,0.9,1,9.1,20.2,103,108,0.4,0.9,1.3,0.07,-2.5,-1.3,-3.8,-0.4,2002,2,37,1,ATL,No,2009,HSEra,2009,2010,2300000.00, bballref 
anderda032010-11,2401,David Andersen,anderda03,30,TOT,NBA,2010-11,40,0,373,10.9,0.19,0.182,6.4,21,13.6,5.6,0.7,2,14.4,19.1,97,108,-0.1,0.3,0.3,0.032,-4,-1.3,-5.3,-0.3,2002,2,37,2,ATL,?,2009,HSEra,2010,2011,2500000.00, bballref 
anderde011997-98,4421,Derek Anderson,anderde01,23,CLE,NBA,1997-98,66,13,1839,15.3,0.143,0.538,3.7,8.7,6.2,21.3,2.5,0.5,15,21.4,107,101,2.6,2.8,5.3,0.139,0.4,0.7,1,1.4,1997,1,13,1,CLE,Yes,1997,HSEra,1997,1998,1107240.00, bballref 
anderde011998-99,4665,Derek Anderson,anderde01,24,CLE,NBA,1998-99,38,13,978,16.5,0.22,0.525,2.6,11.5,7.1,28.5,2.7,0.3,17.5,23.4,101,102,1.1,1,2.1,0.105,1.2,-0.4,0.8,0.7,1997,1,13,2,CLE,Yes,1997,HSEra,1998,1999,1273000.00, bballref 
anderde011999-00,4894,Derek Anderson,anderde01,25,LAC,NBA,1999-00,64,58,2201,16.9,0.207,0.359,3.9,9.3,6.5,17.9,2.1,0.3,14.4,23.4,105,111,3.1,0.3,3.3,0.073,1.7,-1.9,-0.2,1,1997,1,13,3,CLE,No,1997,HSEra,1999,2000,1439400.00, bballref 
anderde012000-01,5121,Derek Anderson,anderde01,26,SAS,NBA,2000-01,82,82,2859,17.1,0.255,0.405,3.1,10.9,7.2,18.1,2.2,0.3,12.4,21.9,109,99,5.6,4.3,9.9,0.166,2.6,1,3.6,4,1997,1,13,4,CLE,No,1997,HSEra,2000,2001,2250000.00, bballref 
anderde012001-02,5356,Derek Anderson,anderde01,27,POR,NBA,2001-02,70,27,1860,15.5,0.373,0.34,2.9,9.1,6,18.6,2,0.3,11,19.4,114,107,3.8,1.5,5.3,0.137,2,-1.1,0.9,1.3,1997,1,13,5,CLE,No,1997,HSEra,2001,2002,6495000.00, bballref 
anderja012010-11,824,James Anderson,anderja01,21,SAS,NBA,2010-11,26,2,286,8.5,0.568,0.222,0.8,8.3,4.7,9.2,0.5,1.5,12.8,16.4,102,110,0.1,0.2,0.3,0.051,-1.9,-1.5,-3.4,-0.1,2010,1,20,1,SAS,Yes,2010,1&DoneEra,2010,2011,1361400.00, bballref 
anderja012011-12,1366,James Anderson,anderja01,22,SAS,NBA,2011-12,51,2,603,8.8,0.391,0.299,3.1,11.8,7.5,9.6,0.7,0.2,13.2,17.2,97,107,0.1,0.4,0.5,0.04,-2.2,-1.4,-3.6,-0.2,2010,1,20,2,SAS,Yes,2010,1&DoneEra,2011,2012,1463520.00, bballref 
anderja012012-13,1641,James Anderson,anderja01,23,TOT,NBA,2012-13,39,2,401,13.9,0.476,0.222,5.2,15,10.2,15.8,1.9,0.9,15.3,18,107,105,0.4,0.4,0.9,0.106,-0.1,0,-0.1,0.2,2010,1,20,3,SAS,?,2010,1&DoneEra,2012,2013,618176.00, bballref 
anderja012013-14,1907,James Anderson,anderja01,24,PHI,NBA,2013-14,80,62,2309,10.9,0.49,0.148,2.7,11.7,7,9.9,1.6,1,12.2,15.9,102,112,0.9,0.9,1.9,0.039,-1.2,-1.3,-2.5,-0.3,2010,1,20,4,SAS,No,2010,1&DoneEra,2013,2014,916099.00, bballref 
anderja012015-16,2170,James Anderson,anderja01,26,SAC,NBA,2015-16,51,15,721,6,0.483,0.163,2,10.9,6.5,7.7,1.4,1.6,18,13.7,87,111,-0.6,0.4,-0.3,-0.017,-3.9,-0.3,-4.2,-0.4,2010,1,20,5,SAS,No,2010,1&DoneEra,2015,2016,1015421.00, bballref 
anderju012015-16,207,Justin Anderson,anderju01,22,DAL,NBA,2015-16,55,9,647,12.3,0.474,0.314,3.1,19.3,11.2,6.8,1.5,3.2,10.8,15.8,103,104,0.3,0.8,1.1,0.083,-2.5,1.3,-1.2,0.1,2015,1,21,1,DAL,Yes,2015,1&DoneEra,2015,2016,1449000.00, bballref 
anderju012016-17,545,Justin Anderson,anderju01,23,TOT,NBA,2016-17,75,10,1228,13.9,0.442,0.294,6.2,16.9,11.4,8.8,1.7,1.6,11.7,20.9,104,108,0.6,1.3,1.9,0.074,-1.2,-0.3,-1.6,0.1,2015,1,21,2,DAL,?,2015,1&DoneEra,2016,2017,1514160.00, bballref 
anderju012017-18,825,Justin Anderson,anderju01,24,PHI,NBA,2017-18,38,0,519,13,0.51,0.188,5.4,13.6,9.6,7.1,1.4,1.1,6.8,19.3,110,107,0.6,0.7,1.2,0.115,-0.5,-1.5,-2,0,2015,1,21,3,DAL,No,2015,1&DoneEra,2017,2018,1579440.00, bballref 
anderke011995-96,6827,Kenny Anderson,anderke01,25,TOT,NBA,1995-96,69,64,2344,19.5,0.307,0.405,3,7.1,5,40.4,2.5,0.5,12.9,21.4,118,110,6.1,1.6,7.7,0.158,4.2,-1.9,2.3,2.6,1991,1,2,5,NJN,?,1991,HSEra,1995,1996,3898000.00, bballref 
anderky012014-15,208,Kyle Anderson,anderky01,21,SAS,NBA,2014-15,33,8,358,8.2,0.124,0.157,1.6,20.8,11.4,10.9,2.1,1.5,9.5,13.4,87,100,-0.3,0.6,0.3,0.044,-5.2,2.4,-2.7,-0.1,2014,1,30,1,SAS,Yes,2014,1&DoneEra,2014,2015,1093680.00, bballref 
anderky012015-16,546,Kyle Anderson,anderky01,22,SAS,NBA,2015-16,78,11,1245,12.9,0.125,0.281,2.4,19.4,11.2,13.7,2.5,1.8,15.1,14.4,104,97,0.7,2.8,3.5,0.133,-1.9,3.7,1.8,1.2,2014,1,30,2,SAS,Yes,2014,1&DoneEra,2015,2016,1142879.00, bballref 
anderky012016-17,826,Kyle Anderson,anderky01,23,SAS,NBA,2016-17,72,14,1020,12.5,0.191,0.273,3.7,19,11.5,12.4,2.5,2.1,14.3,12.1,109,101,0.7,2,2.7,0.127,-2.1,3.7,1.6,0.9,2014,1,30,3,SAS,Yes,2014,1&DoneEra,2016,2017,1192080.00, bballref 
anderky012017-18,1091,Kyle Anderson,anderky01,24,SAS,NBA,2017-18,74,67,1978,15.9,0.13,0.333,4.7,17.6,11.1,14.7,2.9,2.5,15.8,13.5,114,101,2.4,3.8,6.2,0.151,-0.3,4.3,4.1,3,2014,1,30,4,SAS,Yes,2014,1&DoneEra,2017,2018,2151704.00, bballref 
anderry012008-09,1642,Ryan Anderson,anderry01,20,NJN,NBA,2008-09,66,30,1312,13.6,0.464,0.285,9.3,19,14.1,6.4,1.8,1.2,12.1,18.6,108,109,1.3,1.2,2.5,0.09,-0.1,-1,-1.1,0.3,2008,1,21,1,NJN,Yes,2008,1&DoneEra,2008,2009,1225200.00, bballref 
anderry012009-10,1908,Ryan Anderson,anderry01,21,ORL,NBA,2009-10,63,6,911,18.1,0.544,0.211,9.2,16.2,12.8,7.1,1.4,1.1,11.7,24.4,112,103,1.7,1.4,3.1,0.161,2.3,-1,1.3,0.8,2008,1,21,2,NJN,No,2008,1&DoneEra,2009,2010,1317120.00, bballref 
anderry012010-11,2171,Ryan Anderson,anderry01,22,ORL,NBA,2010-11,64,14,1424,19,0.65,0.223,10.8,18.1,14.5,6.2,1.1,2.1,7.8,20.4,122,102,4,2.5,6.4,0.216,4.1,0.2,4.4,2.3,2008,1,21,3,NJN,No,2008,1&DoneEra,2010,2011,1409040.00, bballref 
anderry012011-12,2403,Ryan Anderson,anderry01,23,ORL,NBA,2011-12,61,61,1964,21.2,0.557,0.226,13,14.7,13.8,5.1,1.4,1,6.4,21.2,124,105,7,1.9,8.9,0.219,5.9,-1.3,4.6,3.3,2008,1,21,4,NJN,No,2008,1&DoneEra,2011,2012,2244601.00, bballref 
anderry012012-13,2642,Ryan Anderson,anderry01,24,NOH,NBA,2012-13,81,22,2503,18.1,0.5,0.161,8.9,15.9,12.4,6.9,0.9,1,7.5,24,114,112,5.7,0.8,6.5,0.125,4.1,-2.9,1.3,2.1,2008,1,21,5,NJN,No,2008,1&DoneEra,2012,2013,8700000.00, bballref 
andersh011996-97,4666,Shandon Anderson,andersh01,23,UTA,NBA,1996-97,65,0,1066,10.4,0.148,0.311,6.5,14,10.5,7.1,1.4,0.6,16.8,18.9,99,106,0.1,1.2,1.2,0.056,-2.2,-0.7,-2.9,-0.2,1996,2,54,1,UTA,Yes,1996,HSEra,1996,1997,220000.00, bballref 
andersh011997-98,4895,Shandon Anderson,andersh01,24,UTA,NBA,1997-98,82,2,1602,15.7,0.064,0.37,7.1,10.3,8.8,9.4,2.2,0.8,13.5,19.5,112,106,2.9,1.4,4.2,0.127,1.2,-0.5,0.7,1.1,1996,2,54,2,UTA,Yes,1996,HSEra,1997,1998,1200000.00, bballref 
andersh011998-99,5122,Shandon Anderson,andersh01,25,UTA,NBA,1998-99,50,2,1072,12.8,0.113,0.344,6,8.8,7.5,9.7,2,0.7,13.6,21.6,99,101,0.7,1.3,2,0.088,-1.1,-0.2,-1.4,0.2,1996,2,54,3,UTA,Yes,1996,HSEra,1998,1999,1300000.00, bballref 
andersh011999-00,5357,Shandon Anderson,andersh01,26,HOU,NBA,1999-00,82,82,2700,13.8,0.289,0.325,3.9,11.9,8,14.3,1.8,0.8,17.9,17.6,106,107,3,1.9,4.9,0.087,0.7,0.2,0.9,2,1996,2,54,4,UTA,No,1996,HSEra,1999,2000,2000000.00, bballref 
andersh012000-01,5597,Shandon Anderson,andersh01,27,HOU,NBA,2000-01,82,82,2396,11.9,0.288,0.319,3.6,12.3,8,12.5,1.8,1.2,16.3,15.4,103,105,1.9,2,3.9,0.078,-0.2,0.8,0.6,1.6,1996,2,54,5,UTA,No,1996,HSEra,2000,2001,2200000.00, bballref 
andrima012005-06,3399,Martynas Andriuskevicius,andrima01,19,CLE,NBA,2005-06,6,0,9,15.5,0,0,13,39.8,26.3,0,11.9,0,0,5.1,64,78,0,0,0,0.155,-6.8,6.8,0.1,0,2005,2,44,1,ORL,No,2005,HSEra,2005,2006,398762.00, bballref 
andrima012006-07,,Martynas Andriuskevicius,andrima01,20,CHI,NBA,2006-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2,44,2,ORL,No,2005,HSEra,2006,2007,664209.00, bballref 
anigbik012017-18,209,Ike Anigbogu,anigbik01,19,IND,NBA,2017-18,11,0,30,21.6,0,0.667,19,15,16.9,0,1.7,8.9,14.7,20.3,114,104,0.1,0,0.1,0.165,-4.1,-1.2,-5.4,0,2017,2,47,1,IND,Yes,2017,1&DoneEra,2017,2018,950000.00, bballref 
anstech011997-98,4896,Chris Anstey,anstech01,23,DAL,NBA,1997-98,41,8,680,13.2,0.069,0.32,8.5,17.4,12.8,8.7,2.4,2.8,13.5,20.5,94,103,-0.2,0.9,0.6,0.044,-3.6,0.5,-3.1,-0.2,1997,1,18,1,POR,No,1997,HSEra,1997,1998,713900.00, bballref 
anstech011998-99,5123,Chris Anstey,anstech01,24,DAL,NBA,1998-99,41,4,470,9.2,0.05,0.345,8.3,14.9,11.6,9.3,2.1,2,14,18.2,91,103,-0.2,0.4,0.3,0.027,-3.3,0.3,-3.1,-0.1,1997,1,18,2,POR,No,1997,HSEra,1998,1999,985200.00, bballref 
anstech011999-00,5358,Chris Anstey,anstech01,25,CHI,NBA,1999-00,73,11,1007,15.1,0.016,0.404,10.3,22.5,16.3,13.2,1.5,1.8,15.7,23.1,100,102,0.6,1.3,1.9,0.09,-2.4,-0.2,-2.5,-0.1,1997,1,18,3,POR,No,1997,HSEra,1999,2000,1113720.00, bballref 
antetgi012013-14,210,Giannis Antetokounmpo,antetgi01,19,MIL,NBA,2013-14,77,23,1897,10.8,0.282,0.483,4.6,16.3,10.2,12.1,1.7,2.6,19.4,15,99,110,0.1,1.1,1.2,0.031,-2.5,0.7,-1.8,0.1,2013,1,15,1,MIL,Yes,2013,1&DoneEra,2013,2014,1792560.00, bballref 
antetgi012014-15,547,Giannis Antetokounmpo,antetgi01,20,MIL,NBA,2014-15,81,71,2541,14.8,0.056,0.445,4.5,19.7,12.2,13.1,1.5,2.8,15.6,19.6,105,101,2.2,4,6.2,0.117,-1.7,2.1,0.5,1.6,2013,1,15,2,MIL,Yes,2013,1&DoneEra,2014,2015,1873200.00, bballref 
antetgi012015-16,827,Giannis Antetokounmpo,antetgi01,21,MIL,NBA,2015-16,80,79,2823,18.8,0.108,0.404,4.6,20,12.4,20,1.7,3.4,14.8,22.3,109,106,4.2,2.9,7.1,0.121,1,1.5,2.4,3.2,2013,1,15,3,MIL,Yes,2013,1&DoneEra,2015,2016,1953960.00, bballref 
antetgi012016-17,1092,Giannis Antetokounmpo,antetgi01,22,MIL,NBA,2016-17,80,80,2845,26.1,0.143,0.486,5.9,22.6,14.3,26.6,2.3,4.7,13.3,28.3,116,104,7.9,4.5,12.4,0.21,4.1,3.5,7.6,6.9,2013,1,15,4,MIL,Yes,2013,1&DoneEra,2016,2017,2995421.00, bballref 
antetgi012017-18,1367,Giannis Antetokounmpo,antetgi01,23,MIL,NBA,2017-18,75,75,2756,27.3,0.1,0.457,6.7,25.3,16,23.7,2,3.3,11.7,31.2,116,106,8.3,3.6,11.9,0.207,3.9,1.9,5.8,5.4,2013,1,15,5,MIL,Yes,2013,1&DoneEra,2017,2018,22471910.00, bballref 
antetth012015-16,828,Thanasis Antetokounmpo,antetth01,23,NYK,NBA,2015-16,2,0,6,32.9,0.25,0,0,17.9,9.1,0,0,0,0,30.2,140,110,0,0,0,0.291,6.3,-10.5,-4.1,0,2014,2,51,1,NYK,Yes,2015,1&DoneEra,2015,2016,105888.00, bballref 
anthoca012003-04,2884,Carmelo Anthony,anthoca01,19,DEN,NBA,2003-04,82,82,2995,17.6,0.146,0.358,6.8,12.1,9.4,13.8,1.7,1,12.7,28.5,102,105,3.7,2.4,6.1,0.098,1.2,-1.2,0.1,1.6,2003,1,3,1,DEN,Yes,2003,HSEra,2003,2004,3229200.00, bballref 
anthoca012004-05,3133,Carmelo Anthony,anthoca01,20,DEN,NBA,2004-05,75,75,2608,16.7,0.128,0.466,6.3,12.5,9.4,13.1,1.3,0.9,13.1,29.2,103,107,2.3,2.6,4.9,0.09,0.1,-1.3,-1.2,0.5,2003,1,3,2,DEN,Yes,2003,HSEra,2004,2005,3471360.00, bballref 
anthoca012005-06,3400,Carmelo Anthony,anthoca01,21,DEN,NBA,2005-06,80,80,2941,22,0.097,0.451,4.9,10.7,7.8,14.3,1.5,1.1,10.4,32,110,108,6.8,2.6,9.4,0.153,3,-1.6,1.5,2.6,2003,1,3,3,DEN,Yes,2003,HSEra,2005,2006,3713640.00, bballref 
anthoca012006-07,3665,Carmelo Anthony,anthoca01,22,DEN,NBA,2006-07,65,65,2486,22.1,0.103,0.391,6.6,11.1,8.9,19.2,1.5,0.7,12.1,33.4,109,108,5.2,2.1,7.3,0.14,3.1,-1.1,2,2.5,2003,1,3,4,DEN,Yes,2003,HSEra,2006,2007,4694041.00, bballref 
anthoca012007-08,3930,Carmelo Anthony,anthoca01,23,DEN,NBA,2007-08,77,77,2806,21.1,0.111,0.398,7,14.9,11,16.1,1.7,1,12.7,30.2,109,107,5.2,3,8.2,0.14,2.2,-0.6,1.6,2.6,2003,1,3,5,DEN,Yes,2003,HSEra,2007,2008,13041250.00, bballref 
anthogr011995-96,6831,Greg Anthony,anthogr01,28,VAN,NBA,1995-96,69,68,2096,18.6,0.347,0.38,1.6,8.4,4.9,41.9,2.9,0.4,14.9,23.3,109,109,2.9,1.9,4.8,0.111,2.9,-1.6,1.3,1.7,1991,1,12,5,NYK,No,1991,HSEra,1995,1996,1673000.00, bballref 
anunoog012017-18,211,OG Anunoby,anunoog01,20,TOR,NBA,2017-18,74,62,1481,10,0.569,0.179,3.4,10.4,7,5,1.7,0.8,10.8,12.4,113,108,1.4,1.6,3,0.098,0.2,0.4,0.6,1,2017,1,23,1,TOR,Yes,2017,1&DoneEra,2017,2018,1645200.00, bballref 
araujra012004-05,3134,Rafael Araujo,araujra01,24,TOR,NBA,2004-05,59,41,736,7.1,0.017,0.314,8.9,19.7,14.2,3.4,1.5,0.8,20.7,15.6,92,107,-0.4,0.7,0.3,0.016,-5.2,-0.7,-5.9,-0.7,2004,1,8,1,TOR,Yes,2004,HSEra,2004,2005,2082720.00, bballref 
araujra012005-06,3401,Rafael Araujo,araujra01,25,TOR,NBA,2005-06,52,34,601,4.5,0.007,0.193,8.4,21.5,14.6,3.7,2.1,0.8,21.1,15.3,77,110,-1.2,0.4,-0.8,-0.066,-6.9,-0.6,-7.5,-0.8,2004,1,8,2,TOR,Yes,2004,HSEra,2005,2006,2238960.00, bballref 
araujra012006-07,3666,Rafael Araujo,araujra01,26,UTA,NBA,2006-07,28,0,248,8.3,0,0.446,10.8,21.5,16.2,6.1,1.3,0.7,17.9,17.1,93,106,-0.1,0.3,0.1,0.027,-4.5,-0.7,-5.2,-0.2,2004,1,8,3,TOR,No,2004,HSEra,2006,2007,2395200.00, bballref 
archiro012002-03,3931,Robert Archibald,archiro01,22,MEM,NBA,2002-03,12,0,72,2.4,0,0.9,9.5,17,13.3,6.1,0,2.9,20,21.8,69,109,-0.3,0,-0.2,-0.158,-9.5,-2.2,-11.7,-0.2,2002,2,32,1,MEM,Yes,2002,HSEra,2002,2003,349458.00, bballref 
