UID,Rk,Player,playerid,Age,Tm,Lg,Season,G_Totals,GS_Totals,MP_Totals,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,draftyr,draftrd,draftpk,SeasonN,DraftTeam,playedForDrafter,YrFirstSeason,DraftEra,Seasonstartyr,Seasonendyr,Salary,Source
smithno012011-12,1850,Nolan Smith,smithno01,23,POR,NBA,2011-12,44,4,541,7.8,0.25,0.156,3.6,8.6,6,18.2,1.8,0.4,17.9,19.8,88,109,-0.6,0.3,-0.3,-0.029,-3.7,-1.7,-5.4,-0.5,2011,1,21,1,POR,Yes,2011,1&DoneEra,2011,2012,1306920.00, bballref 
smithno012012-13,2112,Nolan Smith,smithno01,24,POR,NBA,2012-13,40,0,288,7.1,0.246,0.246,2.8,8.2,5.5,19.9,1.3,0.3,18.7,24.7,85,112,-0.6,0.1,-0.5,-0.082,-5.3,-3.3,-8.6,-0.5,2011,1,21,2,POR,Yes,2011,1&DoneEra,2012,2013,1404960.00, bballref 
smithru012014-15,1040,Russ Smith,smithru01,23,TOT,NBA,2014-15,12,0,65,5.2,0.44,0.52,1.8,8.7,5.3,19.4,2.4,0,28.1,30.1,81,106,-0.2,0.1,-0.1,-0.094,-5.6,-2.5,-8,-0.1,2014,2,47,1,PHI,?,2014,1&DoneEra,2014,2015,816482.00, bballref 
smithru012015-16,1314,Russ Smith,smithru01,24,MEM,NBA,2015-16,15,0,66,10.5,0.227,0.591,1.7,14.4,7.8,25.4,3.9,1.4,20.2,23.6,83,104,-0.1,0.1,-0.1,-0.041,-5,0.3,-4.8,0,2014,2,47,2,PHI,No,2014,1&DoneEra,2015,2016,816482.00, bballref 
smithst011995-96,7028,Steve Smith,smithst01,26,ATL,NBA,1995-96,80,80,2856,16.6,0.37,0.337,4.9,8.7,6.7,13.4,1.3,0.5,10.3,23,116,112,6.4,1.5,7.9,0.133,2.8,-2,0.8,2,1991,1,5,5,MIA,No,1991,HSEra,1995,1996,2568000.00, bballref 
snellto012013-14,492,Tony Snell,snellto01,22,CHI,NBA,2013-14,77,12,1231,8,0.53,0.122,1.8,9.6,5.7,9.1,1.3,0.9,11.1,14.9,97,104,-0.1,1.7,1.6,0.063,-2.9,-0.2,-3,-0.3,2013,1,20,1,CHI,Yes,2013,1&DoneEra,2013,2014,1409040.00, bballref 
snellto012014-15,776,Tony Snell,snellto01,23,CHI,NBA,2014-15,72,22,1412,10.2,0.531,0.148,2.5,10.9,6.8,6.8,1.2,0.6,10.8,14.1,108,107,1.2,1.2,2.4,0.082,-0.6,-0.9,-1.5,0.2,2013,1,20,2,CHI,Yes,2013,1&DoneEra,2014,2015,1472400.00, bballref 
snellto012015-16,1041,Tony Snell,snellto01,24,CHI,NBA,2015-16,64,33,1301,6.4,0.457,0.097,1.6,14.3,8.1,6.9,0.6,1,12.8,13.7,93,109,-0.5,1,0.4,0.016,-3.4,-0.7,-4.1,-0.7,2013,1,20,3,CHI,Yes,2013,1&DoneEra,2015,2016,1535880.00, bballref 
snellto012016-17,1315,Tony Snell,snellto01,25,MIL,NBA,2016-17,80,80,2336,9.7,0.656,0.107,1.1,11.1,6.2,5.9,1.2,0.5,8.8,12.1,114,113,2.1,1.3,3.4,0.071,0.2,-1.1,-0.8,0.7,2013,1,20,4,CHI,No,2013,1&DoneEra,2016,2017,2368327.00, bballref 
snellto012017-18,1587,Tony Snell,snellto01,26,MIL,NBA,2017-18,75,59,2053,8.5,0.631,0.113,0.5,7.5,4,6.5,1.1,1.2,7.5,10.6,113,114,1.6,0.7,2.4,0.056,-0.5,-1.3,-1.8,0.1,2013,1,20,5,CHI,No,2013,1&DoneEra,2017,2018,9821429.00, bballref 
snower011995-96,5070,Eric Snow,snower01,22,SEA,NBA,1995-96,43,1,389,10.7,0.1,0.49,2.9,9.9,6.5,28.2,3.7,0,23.8,18.3,95,101,-0.2,0.7,0.5,0.061,-3.9,0.5,-3.4,-0.1,1995,2,43,1,MIL,No,1995,HSEra,1995,1996,200000.00, bballref 
snower011996-97,5305,Eric Snow,snower01,23,SEA,NBA,1996-97,67,0,775,12.5,0.091,0.402,2.7,8.2,5.5,31,2.5,0.3,19.9,14.2,111,105,1,0.9,1.9,0.117,-2,-1.4,-3.4,-0.3,1995,2,43,2,MIL,No,1995,HSEra,1996,1997,247500.00, bballref 
snower011997-98,5541,Eric Snow,snower01,24,TOT,NBA,1997-98,64,0,918,11.7,0.092,0.386,2.4,7.8,5.1,30.3,3.5,0.4,22.6,13.7,100,105,0.3,1,1.3,0.067,-2.2,-0.7,-2.9,-0.2,1995,2,43,3,MIL,?,1995,HSEra,1997,1998,706300.00, bballref 
snower011998-99,5794,Eric Snow,snower01,25,PHI,NBA,1998-99,48,48,1716,12.9,0.06,0.431,1.7,9.5,5.5,29.5,3.2,0,21.1,13.9,102,99,1.3,2.5,3.8,0.105,-0.6,0.7,0.1,0.9,1995,2,43,4,MIL,No,1995,HSEra,1998,1999,846300.00, bballref 
snower011999-00,6049,Eric Snow,snower01,26,PHI,NBA,1999-00,82,80,2866,12.8,0.075,0.296,1.6,8.6,5,32.7,2.5,0.2,19.4,12.8,105,102,2.4,3.7,6.1,0.102,-0.9,0.4,-0.5,1.1,1995,2,43,5,MIL,No,1995,HSEra,1999,2000,3000000.00, bballref 
snydeki012004-05,3080,Kirk Snyder,snydeki01,21,UTA,NBA,2004-05,68,7,906,8.6,0.259,0.293,6.7,10,8.3,6.8,1.6,1.8,13.5,21.8,92,111,-0.7,0.4,-0.2,-0.012,-2.9,-2,-5,-0.7,2004,1,16,1,UTA,Yes,2004,HSEra,2004,2005,1336920.00, bballref 
snydeki012005-06,3352,Kirk Snyder,snydeki01,22,NOK,NBA,2005-06,68,45,1310,14.6,0.285,0.258,4.9,9.9,7.3,13.9,1.2,1.4,12.2,20.5,106,109,1.4,0.9,2.2,0.082,0.6,-1.1,-0.5,0.5,2004,1,16,2,UTA,No,2004,HSEra,2005,2006,1437240.00, bballref 
snydeki012006-07,3612,Kirk Snyder,snydeki01,23,HOU,NBA,2006-07,39,1,563,12.2,0.301,0.514,3.5,13.4,8.5,11.3,1,1.6,12.7,17,107,102,0.5,0.9,1.4,0.117,-2.3,0.8,-1.5,0.1,2004,1,16,3,UTA,No,2004,HSEra,2006,2007,1537440.00, bballref 
snydeki012007-08,3885,Kirk Snyder,snydeki01,24,TOT,NBA,2007-08,36,18,761,13.3,0.122,0.466,4.4,15,9.6,12.9,1.4,1.6,18.6,16.6,106,111,0.6,0.5,1.1,0.068,-1.6,0.4,-1.2,0.2,2004,1,16,4,UTA,?,2004,HSEra,2007,2008,2358433.00, bballref 
solomwi012001-02,2829,Will Solomon,solomwi01,23,MEM,NBA,2001-02,62,4,872,8.8,0.489,0.221,1.5,7.2,4.3,17.8,2.1,0.6,14.6,22.1,88,109,-0.9,0.5,-0.5,-0.027,-2.7,-2.6,-5.3,-0.7,2001,2,33,1,MEM,Yes,2001,HSEra,2001,2002,332817.00, bballref 
solomwi012008-09,4626,Will Solomon,solomwi01,30,TOT,NBA,2008-09,53,9,712,12.5,0.351,0.139,2,8.5,5.3,30,2,0.4,17.2,20.2,101,112,0.1,0.4,0.5,0.033,-1.1,-2.9,-4,-0.4,2001,2,33,2,MEM,?,2001,HSEra,2008,2009,711517.00, bballref 
songada012003-04,3081,Darius Songaila,songada01,25,SAC,NBA,2003-04,73,7,976,14.6,0,0.322,10.8,15.2,13.1,7.6,2.2,0.9,12.1,16.4,112,104,1.7,0.9,2.6,0.129,-0.6,-0.4,-1,0.3,2002,2,50,1,BOS,No,2003,HSEra,2003,2004,366931.00, bballref 
songada012004-05,3353,Darius Songaila,songada01,26,SAC,NBA,2004-05,81,21,1668,14.9,0.006,0.227,8.4,14.7,11.5,10.5,1.6,0.8,11.5,16.2,116,108,3.1,1.2,4.3,0.124,-0.1,-0.4,-0.5,0.6,2002,2,50,2,BOS,No,2003,HSEra,2004,2005,1600000.00, bballref 
songada012005-06,3613,Darius Songaila,songada01,27,CHI,NBA,2005-06,62,7,1329,13.6,0.01,0.234,6.6,14.6,10.6,11.5,1.4,0.9,13.6,21.3,102,104,0.7,1.8,2.5,0.09,-1.9,0.8,-1.1,0.3,2002,2,50,3,BOS,No,2003,HSEra,2005,2006,2200000.00, bballref 
songada012006-07,3886,Darius Songaila,songada01,28,WAS,NBA,2006-07,37,1,700,13.6,0.009,0.24,7,15.2,11,9,1.2,1.1,14.7,18.3,109,111,0.8,0.3,1.1,0.078,-1.3,-1.4,-2.7,-0.1,2002,2,50,4,BOS,No,2003,HSEra,2006,2007,3650000.00, bballref 
songada012007-08,4136,Darius Songaila,songada01,29,WAS,NBA,2007-08,80,13,1554,11.8,0.004,0.156,6,14.7,10.2,14.2,1.8,0.9,14.7,17.3,102,110,0.6,1.2,1.7,0.053,-2.2,0,-2.2,-0.1,2002,2,50,5,BOS,No,2003,HSEra,2007,2008,3942000.00, bballref 
sowpa012004-05,3354,Pape Sow,sowpa01,23,TOR,NBA,2004-05,27,4,255,7.8,0,0.466,7.8,17.6,12.7,1.2,2.4,1.1,12.5,14.3,92,106,-0.1,0.3,0.2,0.029,-5.6,-0.8,-6.3,-0.3,2004,2,47,1,MIA,No,2004,HSEra,2004,2005,385277.00, bballref 
sowpa012005-06,3614,Pape Sow,sowpa01,24,TOR,NBA,2005-06,42,25,590,9.5,0,0.463,10.7,19.9,15.1,2,1.9,2.5,16.8,14,101,109,0.2,0.4,0.6,0.045,-3.9,-0.5,-4.3,-0.3,2004,2,47,2,MIA,No,2004,HSEra,2005,2006,641748.00, bballref 
sowpa012006-07,3887,Pape Sow,sowpa01,25,TOR,NBA,2006-07,7,0,34,16.4,0,0.667,20.5,17.5,19,8.7,1.5,2.3,7.9,17.2,110,105,0,0,0.1,0.128,-1.2,0.6,-0.5,0,2004,2,47,3,MIA,No,2004,HSEra,2006,2007,744551.00, bballref 
spanova012006-07,3355,Vassilis Spanoulis,spanova01,24,HOU,NBA,2006-07,31,0,272,5.4,0.403,0.583,2.1,7.1,4.7,15.9,1.4,0.3,24.3,20.5,86,104,-0.4,0.4,-0.1,-0.01,-5.8,-1,-6.7,-0.3,2004,2,50,1,DAL,No,2006,HSEra,2006,2007,1800000.00, bballref 
spanova012007-08,,Vassilis Spanoulis,spanova01,,SAS,NBA,2007-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,2,50,,DAL,No,,HSEra,2007,2008,1944000.00, bballref 
speigma012008-09,1851,Marreese Speights,speigma01,21,PHI,NBA,2008-09,79,2,1263,17.9,0.016,0.263,11.6,16.3,13.9,4.2,1.1,3.6,7.6,21.9,115,107,2.4,1.5,3.8,0.146,-0.7,-1,-1.7,0.1,2008,1,16,1,PHI,Yes,2008,1&DoneEra,2008,2009,1542600.00, bballref 
speigma012009-10,2113,Marreese Speights,speigma01,22,PHI,NBA,2009-10,62,1,1016,17.6,0.011,0.327,9.7,19.7,14.6,6.2,1.5,2.6,9.1,25.1,107,109,1.2,0.9,2.1,0.101,-1.9,-2,-3.9,-0.5,2008,1,16,2,PHI,Yes,2008,1&DoneEra,2009,2010,1658280.00, bballref 
speigma012010-11,2356,Marreese Speights,speigma01,23,PHI,NBA,2010-11,64,1,734,15.3,0.014,0.251,10.1,22.9,16.5,7,0.6,2,11,22.8,105,104,0.7,1,1.7,0.11,-2.7,-1.3,-3.9,-0.4,2008,1,16,3,PHI,Yes,2008,1&DoneEra,2010,2011,1773960.00, bballref 
speigma012011-12,2592,Marreese Speights,speigma01,24,MEM,NBA,2011-12,60,54,1345,14.1,0.006,0.223,11.3,21.4,16.2,6,0.8,1.8,12.1,20.5,102,102,0.9,1.7,2.7,0.096,-2.4,-0.5,-2.9,-0.3,2008,1,16,4,PHI,No,2008,1&DoneEra,2011,2012,2721255.00, bballref 
speigma012012-13,2830,Marreese Speights,speigma01,25,TOT,NBA,2012-13,79,3,1300,17.3,0.017,0.3,12.7,22.3,17.4,6.5,1,3.3,10.8,25.8,103,104,1.1,1.7,2.8,0.104,-2.4,-1.1,-3.5,-0.5,2008,1,16,5,PHI,?,2008,1&DoneEra,2012,2013,4200000.00, bballref 
spencel011995-96,6547,Elmore Spencer,spencel01,26,TOT,NBA,1995-96,17,0,58,2.3,0,0.462,5.9,19.7,12.8,2.7,0,2.6,27.7,16.4,75,106,-0.1,0.1,-0.1,-0.056,-10.2,-0.9,-11.1,-0.1,1992,1,25,4,LAC,?,1992,HSEra,1995,1996,46646.34, minimum contract divided by games played 
spencel011996-97,6789,Elmore Spencer,spencel01,27,SEA,NBA,1996-97,1,0,5,-7.3,0,0,0,0,0,0,10.6,0,50,18.3,0,91,-0.1,0,0,-0.366,-17.2,7.2,-10.1,0,1992,1,25,5,LAC,No,1992,HSEra,1996,1997,3018.29, minimum contract divided by games played 
spencel011997-98,,Elmore Spencer,spencel01,,DEN,NBA,1997-98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992,1,25,,LAC,No,,HSEra,1997,1998,2050000.00, bballref 
splitti012010-11,1316,Tiago Splitter,splitti01,26,SAS,NBA,2010-11,60,6,738,16,0.005,0.733,11.6,19.8,15.8,5.3,2,1.6,11.2,17.7,113,103,1.1,1.1,2.3,0.149,-1.4,0.7,-0.7,0.2,2007,1,28,1,SAS,Yes,2010,1&DoneEra,2010,2011,3400000.00, bballref 
splitti012011-12,1589,Tiago Splitter,splitti01,27,SAS,NBA,2011-12,59,2,1121,20.5,0,0.528,9.7,21.4,15.7,9.2,1,3,17.1,20.7,117,102,3,1.6,4.6,0.197,1.1,1.4,2.5,1.3,2007,1,28,2,SAS,Yes,2010,1&DoneEra,2011,2012,3672000.00, bballref 
splitti012012-13,1852,Tiago Splitter,splitti01,28,SAS,NBA,2012-13,81,58,1997,18.7,0.004,0.506,8.8,20.3,14.9,10,1.6,2.3,12.7,18.2,118,100,4.7,3.5,8.2,0.197,0.6,2.4,2.9,2.5,2007,1,28,3,SAS,Yes,2010,1&DoneEra,2012,2013,3944000.00, bballref 
splitti012013-14,2114,Tiago Splitter,splitti01,29,SAS,NBA,2013-14,59,50,1271,16.5,0.009,0.5,11.4,20.5,16.1,10.1,1.2,1.8,15.1,17.7,114,102,2.3,2.1,4.3,0.163,-0.1,2.1,1.9,1.3,2007,1,28,4,SAS,Yes,2010,1&DoneEra,2013,2014,10000000.00, bballref 
splitti012014-15,2357,Tiago Splitter,splitti01,30,SAS,NBA,2014-15,52,35,1030,18.9,0,0.396,10.2,17.4,13.9,11.8,1.7,2.7,14.4,18.4,117,101,2.3,1.7,4,0.189,0.8,2.4,3.3,1.4,2007,1,28,5,SAS,Yes,2010,1&DoneEra,2014,2015,9250000.00, bballref 
sprewla011995-96,6549,Latrell Sprewell,sprewla01,25,GSW,NBA,1995-96,78,78,3064,15.9,0.235,0.371,4.6,9.7,7.1,17.7,2.1,1.1,13.7,23,108,111,3.6,1.9,5.5,0.086,1.5,-0.2,1.3,2.6,1992,1,24,4,GSW,Yes,1992,HSEra,1995,1996,975000.00, bballref 
sprewla011996-97,6791,Latrell Sprewell,sprewla01,26,GSW,NBA,1996-97,80,79,3353,19.7,0.287,0.405,2.1,10.9,6.5,27,2.1,1,15.9,26.9,111,113,7,1.1,8.1,0.115,3.8,-1.2,2.6,3.9,1992,1,24,5,GSW,Yes,1992,HSEra,1996,1997,7000000.00, bballref 
stackje011995-96,5072,Jerry Stackhouse,stackje01,21,PHI,NBA,1995-96,72,71,2701,14.8,0.268,0.475,3.7,7.7,5.7,19,1.5,2.1,16,26,101,115,0.8,0.4,1.2,0.021,0.1,-1.6,-1.4,0.4,1995,1,3,1,PHI,Yes,1995,HSEra,1995,1996,1987000.00, bballref 
stackje011996-97,5307,Jerry Stackhouse,stackje01,22,PHI,NBA,1996-97,81,81,3166,14.1,0.261,0.51,5.2,6.4,5.8,13.5,1.5,1.4,16.5,25.6,102,115,1.9,0.2,2.1,0.032,0.2,-2.2,-2,0,1995,1,3,2,PHI,Yes,1995,HSEra,1996,1997,2286000.00, bballref 
stackje011997-98,5542,Jerry Stackhouse,stackje01,23,TOT,NBA,1997-98,79,37,2545,16.2,0.2,0.462,4.8,7.5,6.2,17.2,1.9,1.7,16,25.3,103,106,2.4,2.3,4.7,0.089,0.9,-0.5,0.4,1.5,1995,1,3,3,PHI,?,1995,HSEra,1997,1998,2583360.00, bballref 
stackje011998-99,5797,Jerry Stackhouse,stackje01,24,DET,NBA,1998-99,42,9,1188,15.2,0.258,0.506,2.7,8.4,5.5,18.5,1.6,1.3,16.9,28.7,98,104,0.9,1,1.9,0.076,-0.1,-1.8,-1.9,0,1995,1,3,4,PHI,No,1995,HSEra,1998,1999,3887000.00, bballref 
stackje011999-00,6052,Jerry Stackhouse,stackje01,25,DET,NBA,1999-00,82,82,3148,18.9,0.199,0.524,4.3,7.2,5.8,20.3,1.6,0.8,14.9,29.2,106,108,5.7,1.6,7.3,0.111,2.5,-1.9,0.6,2,1995,1,3,5,PHI,No,1995,HSEra,1999,2000,4781250.00, bballref 
stackry011998-99,5071,Ryan Stack,stackry01,23,CLE,NBA,1998-99,18,0,199,9.7,0,0.541,12.3,9.5,10.9,4.3,0.6,4.5,16.4,13.4,106,104,0.2,0.1,0.4,0.086,-2.5,0.6,-1.9,0,1998,2,48,1,CLE,Yes,1998,HSEra,1998,1999,287500.00, bballref 
stackry011999-00,5306,Ryan Stack,stackry01,24,CLE,NBA,1999-00,25,0,198,4.6,0.02,0.529,8.4,17.1,12.7,3.8,1,4,21.3,17.5,79,103,-0.4,0.2,-0.1,-0.031,-7.7,0.3,-7.4,-0.3,1998,2,48,2,CLE,Yes,1998,HSEra,1999,2000,385000.00, bballref 
stausni012014-15,493,Nik Stauskas,stausni01,21,SAC,NBA,2014-15,73,1,1127,7.5,0.503,0.216,1.1,7.5,4.4,9,0.9,1.2,11,14.2,100,113,0.3,0.2,0.5,0.021,-1.9,-2,-3.9,-0.5,2014,1,8,1,SAC,Yes,2014,1&DoneEra,2014,2015,2745840.00, bballref 
stausni012015-16,777,Nik Stauskas,stausni01,22,PHI,NBA,2015-16,73,35,1809,9.2,0.596,0.217,1.3,10,5.5,12,1.2,0.8,13.6,16.7,98,113,0,0.5,0.5,0.012,-1.7,-1.9,-3.6,-0.7,2014,1,8,2,SAC,No,2014,1&DoneEra,2015,2016,2869440.00, bballref 
stausni012016-17,1042,Nik Stauskas,stausni01,23,PHI,NBA,2016-17,80,27,2188,9,0.566,0.237,1.1,10.3,5.7,12.9,1,1.2,15.5,16.4,100,112,0.1,1.4,1.4,0.031,-1.7,-0.7,-2.4,-0.2,2014,1,8,3,SAC,No,2014,1&DoneEra,2016,2017,2993040.00, bballref 
stausni012017-18,1317,Nik Stauskas,stausni01,24,TOT,NBA,2017-18,41,0,523,9,0.649,0.188,0.8,12.3,6.5,11.1,0.8,0.6,13.5,15.9,101,113,0.1,0.3,0.3,0.031,-2.1,-1.8,-4,-0.3,2014,1,8,4,SAC,?,2014,1&DoneEra,2017,2018,3807147.00, bballref 
steigma011996-97,5798,Matt Steigenga,steigma01,26,CHI,NBA,1996-97,2,0,12,7,0.5,0.5,0,27.8,14.1,22.3,4.4,6.3,29.1,25.6,62,89,-0.1,0,0,-0.126,-10.2,6.2,-4,0,1992,2,52,1,CHI,Yes,1996,HSEra,1996,1997,5365.85, minimum contract divided by games played 
stepavl011998-99,4374,Vladimir Stepania,stepavl01,22,SEA,NBA,1998-99,23,6,313,11.3,0.024,0.32,9.8,17.9,13.8,6.9,1.7,5.5,18.3,25.3,84,102,-0.5,0.3,-0.1,-0.022,-6,0.2,-5.8,-0.3,1998,1,27,1,SEA,Yes,1998,HSEra,1998,1999,543000.00, bballref 
stepavl011999-00,4627,Vladimir Stepania,stepavl01,23,SEA,NBA,1999-00,30,1,202,6.7,0.076,0.456,11.3,14.3,12.7,2.3,2.5,3.8,18.8,25.5,76,101,-0.6,0.3,-0.3,-0.08,-8.6,-1.2,-9.8,-0.4,1998,1,27,2,SEA,Yes,1998,HSEra,1999,2000,700320.00, bballref 
stepavl012000-01,4853,Vladimir Stepania,stepavl01,24,NJN,NBA,2000-01,29,0,280,12.2,0.045,0.386,14,31.2,22.4,9.4,1.9,2.9,15.6,19.8,88,99,-0.2,0.4,0.2,0.035,-5.1,0.8,-4.3,-0.2,1998,1,27,3,SEA,No,1998,HSEra,2000,2001,749160.00, bballref 
stepavl012001-02,5073,Vladimir Stepania,stepavl01,25,MIA,NBA,2001-02,67,4,884,13.9,0.008,0.418,13.3,22.3,17.8,3.2,1.5,3.8,15,18.7,95,96,-0.1,1.8,1.7,0.094,-4.4,1,-3.3,-0.3,1998,1,27,4,SEA,No,1998,HSEra,2001,2002,565850.00, bballref 
stepavl012002-03,5308,Vladimir Stepania,stepavl01,26,MIA,NBA,2002-03,79,6,1594,13.6,0,0.314,14.9,25.6,20.1,2.7,1.5,2,12.4,16.4,97,99,0.3,2.6,2.9,0.089,-3.9,0.3,-3.5,-0.6,1998,1,27,5,SEA,No,1998,HSEra,2002,2003,1350000.00, bballref 
stephla012010-11,1318,Lance Stephenson,stephla01,20,IND,NBA,2010-11,12,0,115,5.5,0.128,0.359,1,16.3,8.7,28.3,1.8,0,26.2,23.5,78,106,-0.4,0.1,-0.2,-0.093,-7.4,-0.7,-8.1,-0.2,2010,2,40,1,IND,Yes,2010,1&DoneEra,2010,2011,750000.00, bballref 
stephla012011-12,1591,Lance Stephenson,stephla01,21,IND,NBA,2011-12,42,1,442,7,0.24,0.136,3.1,10.4,6.7,16.5,2.5,0.9,21.4,17.3,80,104,-0.8,0.5,-0.3,-0.031,-4.4,0.2,-4.2,-0.3,2010,2,40,2,IND,Yes,2010,1&DoneEra,2011,2012,810000.00, bballref 
stephla012012-13,1853,Lance Stephenson,stephla01,22,IND,NBA,2012-13,78,72,2278,11.8,0.314,0.192,2.3,12.3,7.4,16.2,1.9,0.5,14.4,15.2,106,101,1.8,3.6,5.5,0.115,-0.6,1.6,0.9,1.7,2010,2,40,3,IND,Yes,2010,1&DoneEra,2012,2013,870000.00, bballref 
stephla012013-14,2115,Lance Stephenson,stephla01,23,IND,NBA,2013-14,78,78,2752,14.7,0.28,0.226,4.1,18.1,11.4,22.1,1,0.2,18,19.4,106,101,2.6,4.8,7.4,0.13,0.7,1.7,2.3,3,2010,2,40,4,IND,Yes,2010,1&DoneEra,2013,2014,1005000.00, bballref 
stephla012014-15,2358,Lance Stephenson,stephla01,24,CHO,NBA,2014-15,61,25,1573,8.8,0.191,0.2,2.7,17.1,9.7,25.4,1.2,0.4,17.6,21.1,85,105,-2.7,1.8,-0.9,-0.026,-4,0.5,-3.5,-0.6,2010,2,40,5,IND,No,2010,1&DoneEra,2014,2015,9000000.00, bballref 
stevede012000-01,3888,DeShawn Stevenson,stevede01,19,UTA,NBA,2000-01,40,2,293,4.3,0.132,0.418,3.9,7.9,5.9,9.6,1.8,0.6,20.6,21.3,78,105,-0.6,0.2,-0.4,-0.071,-6.1,-1.7,-7.8,-0.4,2000,1,23,1,UTA,Yes,2000,HSEra,2000,2001,828120.00, bballref 
stevede012001-02,4137,DeShawn Stevenson,stevede01,20,UTA,NBA,2001-02,67,23,1134,8.2,0.067,0.143,4.6,9.3,7,17.1,1.4,1.7,14.7,18.4,89,108,-0.9,0.7,-0.2,-0.01,-4,-1,-4.9,-0.8,2000,1,23,2,UTA,Yes,2000,HSEra,2001,2002,890280.00, bballref 
stevede012002-03,4375,DeShawn Stevenson,stevede01,21,UTA,NBA,2002-03,61,8,760,8.2,0.042,0.239,3.6,9.7,6.8,9.1,1.6,0.8,13.5,22,88,106,-0.7,0.6,-0.1,-0.009,-4.8,-1.9,-6.7,-0.9,2000,1,23,3,UTA,Yes,2000,HSEra,2002,2003,952320.00, bballref 
stevede012003-04,4628,DeShawn Stevenson,stevede01,22,TOT,NBA,2003-04,80,78,2444,11.6,0.082,0.234,3.8,10.9,7.3,11.9,1.2,0.6,11.1,20.4,98,109,0.8,0.7,1.5,0.029,-1.6,-1.9,-3.5,-0.9,2000,1,23,4,UTA,?,2000,HSEra,2003,2004,1616087.00, bballref 
stevede012004-05,4854,DeShawn Stevenson,stevede01,23,ORL,NBA,2004-05,55,27,1089,9.3,0.157,0.237,4,6.5,5.2,10.4,0.7,0.6,10.8,21.1,94,112,-0.4,0.3,-0.1,-0.007,-2.9,-3.1,-5.9,-1.1,2000,1,23,5,UTA,No,2000,HSEra,2004,2005,2500000.00, bballref 
stewake011997-98,5544,Kebu Stewart,stewake01,24,PHI,NBA,1997-98,15,0,110,14,0,0.962,9.3,23.2,16.2,3,2.4,1.3,17.8,18.4,101,101,0.1,0.2,0.2,0.098,-4.2,-1.3,-5.5,-0.1,1997,2,35,1,PHI,Yes,1997,HSEra,1997,1998,242000.00, bballref 
stewake011999-00,,Kebu Stewart,stewake01,,DAL,NBA,1999-00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,2,35,,PHI,No,,HSEra,1999,2000,18941.00, bballref 
stithbr011995-96,6552,Bryant Stith,stithbr01,25,DEN,NBA,1995-96,82,77,2810,13.9,0.162,0.416,5.1,11.3,8.2,13.8,2.1,0.4,12.7,19.6,107,109,2.7,2.5,5.2,0.089,0,0.2,0.2,1.6,1992,1,13,4,DEN,Yes,1992,HSEra,1995,1996,1550000.00, bballref 
stithbr011996-97,6795,Bryant Stith,stithbr01,26,DEN,NBA,1996-97,52,52,1788,14.4,0.302,0.388,4.8,9,6.9,12.5,1.7,0.8,12.5,20.2,110,113,2.5,0.5,3,0.08,1.1,-1,0.2,1,1992,1,13,5,DEN,Yes,1992,HSEra,1996,1997,3400000.00, bballref 
stojape011998-99,4376,Peja Stojakovic,stojape01,21,SAC,NBA,1998-99,48,1,1025,13.5,0.477,0.198,4.4,10.2,7.4,10.8,2,0.4,11.6,19.1,103,105,1,0.7,1.7,0.081,0.2,-1.2,-1,0.2,1996,1,14,1,SAC,Yes,1998,HSEra,1998,1999,1048320.00, 80% of following year 
stojape011999-00,4630,Peja Stojakovic,stojape01,22,SAC,NBA,1999-00,74,11,1749,16.3,0.372,0.213,4.4,12.1,8.2,9.4,1.4,0.3,10.1,20.8,111,105,3.2,1.7,4.8,0.133,1.6,-1.2,0.4,1.1,1996,1,14,2,SAC,Yes,1998,HSEra,1999,2000,1310400.00, bballref 
stojape012000-01,4856,Peja Stojakovic,stojape01,23,SAC,NBA,2000-01,75,75,2905,18.4,0.303,0.262,3.5,12.3,8,9.6,1.6,0.3,9.9,22.4,113,102,6.8,3.3,10.1,0.168,3,-0.6,2.5,3.2,1996,1,14,3,SAC,Yes,1998,HSEra,2000,2001,1480000.00, bballref 
stojape012001-02,5076,Peja Stojakovic,stojape01,24,SAC,NBA,2001-02,71,71,2649,19.3,0.274,0.286,3,11.9,7.5,10.6,1.5,0.4,9.9,23.2,115,104,6.8,3,9.9,0.179,3.4,-0.7,2.7,3.2,1996,1,14,4,SAC,Yes,1998,HSEra,2001,2002,5000000.00, bballref 
stojape012002-03,5310,Peja Stojakovic,stojape01,25,SAC,NBA,2002-03,72,72,2450,19.6,0.393,0.255,2.8,14,8.7,9.4,1.5,0.1,8.1,22.5,117,101,6.9,3.3,10.1,0.199,4,-0.9,3.1,3.1,1996,1,14,5,SAC,Yes,1998,HSEra,2002,2003,5625000.00, bballref 
